_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,this_document_is,orig__golden,orig__id,current_document,description,edittion_time,position,posted_document,query,query_id,score,this_document_is_gold,this_document_is_gold_reason,topic_number,username,waterloo
2118355779,1/24/2019 22:52:47,false,4461232358,,1/24/2019 22:50:56,false,neodev,1.0,43321380,USA,OK,Edmond,104.247.135.161,Relevant,,5bdb22e212ff7329c819b779,"Most people pay to much for thier internet services, even if they are generally happy with them! 
For getting cheap internet service and lowering your monthly internet bill, the easiest step is to reduce your internet speed! yeah ,100 Mbps or more sounds great but most families can do just fine with as little as 25 Mps ! and this assuming multiple devices doing streaming, gaming and even more!
Another way is to bundle your services! If you already have cable, you can save alot of money with some ISP providers by bundling your cable internet service plan.
Another measure is to negotiate your bill! You dont need to be a fast talking salesperson, your position is simple: I know of a better internet service plan elsewhere, and Im prepared to leave your company to get it.",I'm looking for cheap (i.e. low-cost) internet service.,2019-01-24 10:23:38.686000,3,"Even if youre happy with your current internet service,  you might be paying too much for it. Weve rounded up some ways to find cheap internet service and lower your monthly internet bill.
At first, REDUCE YOUR SPEED!  yeah ,100 Mbps or more sounds great but most families can do just fine with as litle as 25 Mps!
Secondly, Negotiate your bill! You dont need to be a fast talking salesperson to play the negotiation game. Your position is simple: I know of a better deal elsewhere, and Im prepared to leave your company to get it. 
Finally, Bundle your services! If you already have cable, you can save alot of money over two years with some providers by bundling your cable internet service. But beware! Carriers may try to talk you into extra speed or channels for $5 or more. That small monthly increase adds up, and defeats your goal TO SAVE MONEY!",cheap internet,010_4,-2.4390206336975098,,,vanilla,UYV335,100
2118355779,1/24/2019 23:00:37,false,4461250947,,1/24/2019 22:57:31,false,clixsense,0.8571,35849301,USA,NY,New York,142.255.55.251,Non-Relevant,,5bdb22e212ff7329c819b779,"Most people pay to much for thier internet services, even if they are generally happy with them! 
For getting cheap internet service and lowering your monthly internet bill, the easiest step is to reduce your internet speed! yeah ,100 Mbps or more sounds great but most families can do just fine with as little as 25 Mps ! and this assuming multiple devices doing streaming, gaming and even more!
Another way is to bundle your services! If you already have cable, you can save alot of money with some ISP providers by bundling your cable internet service plan.
Another measure is to negotiate your bill! You dont need to be a fast talking salesperson, your position is simple: I know of a better internet service plan elsewhere, and Im prepared to leave your company to get it.",I'm looking for cheap (i.e. low-cost) internet service.,2019-01-24 10:23:38.686000,3,"Even if youre happy with your current internet service,  you might be paying too much for it. Weve rounded up some ways to find cheap internet service and lower your monthly internet bill.
At first, REDUCE YOUR SPEED!  yeah ,100 Mbps or more sounds great but most families can do just fine with as litle as 25 Mps!
Secondly, Negotiate your bill! You dont need to be a fast talking salesperson to play the negotiation game. Your position is simple: I know of a better deal elsewhere, and Im prepared to leave your company to get it. 
Finally, Bundle your services! If you already have cable, you can save alot of money over two years with some providers by bundling your cable internet service. But beware! Carriers may try to talk you into extra speed or channels for $5 or more. That small monthly increase adds up, and defeats your goal TO SAVE MONEY!",cheap internet,010_4,-2.4390206336975098,,,vanilla,UYV335,100
2118355779,1/24/2019 23:12:25,false,4461273981,,1/24/2019 23:10:46,false,instagc,1.0,43755034,USA,KY,Louisville,74.139.107.32,Relevant,,5bdb22e212ff7329c819b779,"Most people pay to much for thier internet services, even if they are generally happy with them! 
For getting cheap internet service and lowering your monthly internet bill, the easiest step is to reduce your internet speed! yeah ,100 Mbps or more sounds great but most families can do just fine with as little as 25 Mps ! and this assuming multiple devices doing streaming, gaming and even more!
Another way is to bundle your services! If you already have cable, you can save alot of money with some ISP providers by bundling your cable internet service plan.
Another measure is to negotiate your bill! You dont need to be a fast talking salesperson, your position is simple: I know of a better internet service plan elsewhere, and Im prepared to leave your company to get it.",I'm looking for cheap (i.e. low-cost) internet service.,2019-01-24 10:23:38.686000,3,"Even if youre happy with your current internet service,  you might be paying too much for it. Weve rounded up some ways to find cheap internet service and lower your monthly internet bill.
At first, REDUCE YOUR SPEED!  yeah ,100 Mbps or more sounds great but most families can do just fine with as litle as 25 Mps!
Secondly, Negotiate your bill! You dont need to be a fast talking salesperson to play the negotiation game. Your position is simple: I know of a better deal elsewhere, and Im prepared to leave your company to get it. 
Finally, Bundle your services! If you already have cable, you can save alot of money over two years with some providers by bundling your cable internet service. But beware! Carriers may try to talk you into extra speed or channels for $5 or more. That small monthly increase adds up, and defeats your goal TO SAVE MONEY!",cheap internet,010_4,-2.4390206336975098,,,vanilla,UYV335,100
2118355779,1/24/2019 23:12:45,false,4461274509,,1/24/2019 23:08:23,false,instagc,0.8571,39250191,USA,"","",192.181.27.229,Non-Relevant,,5bdb22e212ff7329c819b779,"Most people pay to much for thier internet services, even if they are generally happy with them! 
For getting cheap internet service and lowering your monthly internet bill, the easiest step is to reduce your internet speed! yeah ,100 Mbps or more sounds great but most families can do just fine with as little as 25 Mps ! and this assuming multiple devices doing streaming, gaming and even more!
Another way is to bundle your services! If you already have cable, you can save alot of money with some ISP providers by bundling your cable internet service plan.
Another measure is to negotiate your bill! You dont need to be a fast talking salesperson, your position is simple: I know of a better internet service plan elsewhere, and Im prepared to leave your company to get it.",I'm looking for cheap (i.e. low-cost) internet service.,2019-01-24 10:23:38.686000,3,"Even if youre happy with your current internet service,  you might be paying too much for it. Weve rounded up some ways to find cheap internet service and lower your monthly internet bill.
At first, REDUCE YOUR SPEED!  yeah ,100 Mbps or more sounds great but most families can do just fine with as litle as 25 Mps!
Secondly, Negotiate your bill! You dont need to be a fast talking salesperson to play the negotiation game. Your position is simple: I know of a better deal elsewhere, and Im prepared to leave your company to get it. 
Finally, Bundle your services! If you already have cable, you can save alot of money over two years with some providers by bundling your cable internet service. But beware! Carriers may try to talk you into extra speed or channels for $5 or more. That small monthly increase adds up, and defeats your goal TO SAVE MONEY!",cheap internet,010_4,-2.4390206336975098,,,vanilla,UYV335,100
2118355779,1/24/2019 23:20:06,false,4461287355,,1/24/2019 23:14:00,false,elite,1.0,44943183,USA,FL,Miami,173.44.36.176,Relevant,,5bdb22e212ff7329c819b779,"Most people pay to much for thier internet services, even if they are generally happy with them! 
For getting cheap internet service and lowering your monthly internet bill, the easiest step is to reduce your internet speed! yeah ,100 Mbps or more sounds great but most families can do just fine with as little as 25 Mps ! and this assuming multiple devices doing streaming, gaming and even more!
Another way is to bundle your services! If you already have cable, you can save alot of money with some ISP providers by bundling your cable internet service plan.
Another measure is to negotiate your bill! You dont need to be a fast talking salesperson, your position is simple: I know of a better internet service plan elsewhere, and Im prepared to leave your company to get it.",I'm looking for cheap (i.e. low-cost) internet service.,2019-01-24 10:23:38.686000,3,"Even if youre happy with your current internet service,  you might be paying too much for it. Weve rounded up some ways to find cheap internet service and lower your monthly internet bill.
At first, REDUCE YOUR SPEED!  yeah ,100 Mbps or more sounds great but most families can do just fine with as litle as 25 Mps!
Secondly, Negotiate your bill! You dont need to be a fast talking salesperson to play the negotiation game. Your position is simple: I know of a better deal elsewhere, and Im prepared to leave your company to get it. 
Finally, Bundle your services! If you already have cable, you can save alot of money over two years with some providers by bundling your cable internet service. But beware! Carriers may try to talk you into extra speed or channels for $5 or more. That small monthly increase adds up, and defeats your goal TO SAVE MONEY!",cheap internet,010_4,-2.4390206336975098,,,vanilla,UYV335,100
2118355780,1/24/2019 23:41:35,false,4461323178,,1/24/2019 23:41:04,false,instagc,1.0,35062592,USA,MA,Boston,24.91.180.31,Relevant,,5bdb22e212ff7329c819b77b,"Wilson Antenna is a popular CB antenna brand preferred by many. Wilson is one of few manufacturers that have a full line of antenna mounts including roof, truck, and magnetic mounts. 
Whether it's a new, upgrade or replacement antenna, Wilson provides the complete line of strong and reliable signal receiver for your cell phone signal booster. including the most popular magnet mount antennas on the market. Wilson Antenna's replacement shafts and mounts come as long as six and a half feet long and up to 5000 Watts. 
The Wilson 500 CB Antenna is perfect compromise between a short 36"" whip and monster 62"" one!. As Amazon, eBay, Right Channel Radios, Wilson Amplifiers and best Shops say - with Wilson Antenna Satisfaction Guarantee !",Find information about Wilson CB antennas.,2019-01-24 16:21:19.316000,2,"Wilson Antenna is a popular CB antenna brand preferred by many. Wilson is one of few manufacturers that have a full line of antenna mounts including roof, truck, and magnetic mounts. Wilson Antenna's replacement shafts and mounts come as long as six and a half feet long and up to 5000 Watts. 
The Wilson 500 CB Antenna is perfect compromise between a short 36"" whip and monster 62"" one!. As Amazon, eBay, Right Channel Radios, Wilson Amplifiers and best Shops say - with Wilson Antenna Satisfaction Guarantee !",wilson antenna,048_2,1.227802038192749,,,4,Z07ABY,40
2118355780,1/24/2019 23:45:25,false,4461331105,,1/24/2019 23:43:10,false,instagc,1.0,13900808,USA,FL,Lake Butler,98.20.178.77,Relevant,,5bdb22e212ff7329c819b77b,"Wilson Antenna is a popular CB antenna brand preferred by many. Wilson is one of few manufacturers that have a full line of antenna mounts including roof, truck, and magnetic mounts. 
Whether it's a new, upgrade or replacement antenna, Wilson provides the complete line of strong and reliable signal receiver for your cell phone signal booster. including the most popular magnet mount antennas on the market. Wilson Antenna's replacement shafts and mounts come as long as six and a half feet long and up to 5000 Watts. 
The Wilson 500 CB Antenna is perfect compromise between a short 36"" whip and monster 62"" one!. As Amazon, eBay, Right Channel Radios, Wilson Amplifiers and best Shops say - with Wilson Antenna Satisfaction Guarantee !",Find information about Wilson CB antennas.,2019-01-24 16:21:19.316000,2,"Wilson Antenna is a popular CB antenna brand preferred by many. Wilson is one of few manufacturers that have a full line of antenna mounts including roof, truck, and magnetic mounts. Wilson Antenna's replacement shafts and mounts come as long as six and a half feet long and up to 5000 Watts. 
The Wilson 500 CB Antenna is perfect compromise between a short 36"" whip and monster 62"" one!. As Amazon, eBay, Right Channel Radios, Wilson Amplifiers and best Shops say - with Wilson Antenna Satisfaction Guarantee !",wilson antenna,048_2,1.227802038192749,,,4,Z07ABY,40
2118355780,1/24/2019 23:45:58,false,4461332129,,1/24/2019 23:45:05,false,instagc,1.0,39438102,USA,IN,Anderson,75.149.211.110,Relevant,,5bdb22e212ff7329c819b77b,"Wilson Antenna is a popular CB antenna brand preferred by many. Wilson is one of few manufacturers that have a full line of antenna mounts including roof, truck, and magnetic mounts. 
Whether it's a new, upgrade or replacement antenna, Wilson provides the complete line of strong and reliable signal receiver for your cell phone signal booster. including the most popular magnet mount antennas on the market. Wilson Antenna's replacement shafts and mounts come as long as six and a half feet long and up to 5000 Watts. 
The Wilson 500 CB Antenna is perfect compromise between a short 36"" whip and monster 62"" one!. As Amazon, eBay, Right Channel Radios, Wilson Amplifiers and best Shops say - with Wilson Antenna Satisfaction Guarantee !",Find information about Wilson CB antennas.,2019-01-24 16:21:19.316000,2,"Wilson Antenna is a popular CB antenna brand preferred by many. Wilson is one of few manufacturers that have a full line of antenna mounts including roof, truck, and magnetic mounts. Wilson Antenna's replacement shafts and mounts come as long as six and a half feet long and up to 5000 Watts. 
The Wilson 500 CB Antenna is perfect compromise between a short 36"" whip and monster 62"" one!. As Amazon, eBay, Right Channel Radios, Wilson Amplifiers and best Shops say - with Wilson Antenna Satisfaction Guarantee !",wilson antenna,048_2,1.227802038192749,,,4,Z07ABY,40
2118355780,1/24/2019 23:46:15,false,4461332806,,1/24/2019 23:44:25,false,clixsense,1.0,30777913,GBR,U8,Edinburgh,94.174.168.25,Relevant,,5bdb22e212ff7329c819b77b,"Wilson Antenna is a popular CB antenna brand preferred by many. Wilson is one of few manufacturers that have a full line of antenna mounts including roof, truck, and magnetic mounts. 
Whether it's a new, upgrade or replacement antenna, Wilson provides the complete line of strong and reliable signal receiver for your cell phone signal booster. including the most popular magnet mount antennas on the market. Wilson Antenna's replacement shafts and mounts come as long as six and a half feet long and up to 5000 Watts. 
The Wilson 500 CB Antenna is perfect compromise between a short 36"" whip and monster 62"" one!. As Amazon, eBay, Right Channel Radios, Wilson Amplifiers and best Shops say - with Wilson Antenna Satisfaction Guarantee !",Find information about Wilson CB antennas.,2019-01-24 16:21:19.316000,2,"Wilson Antenna is a popular CB antenna brand preferred by many. Wilson is one of few manufacturers that have a full line of antenna mounts including roof, truck, and magnetic mounts. Wilson Antenna's replacement shafts and mounts come as long as six and a half feet long and up to 5000 Watts. 
The Wilson 500 CB Antenna is perfect compromise between a short 36"" whip and monster 62"" one!. As Amazon, eBay, Right Channel Radios, Wilson Amplifiers and best Shops say - with Wilson Antenna Satisfaction Guarantee !",wilson antenna,048_2,1.227802038192749,,,4,Z07ABY,40
2118355780,1/24/2019 23:49:57,false,4461340092,,1/24/2019 23:46:05,false,clixsense,1.0,45008710,USA,FL,Miami,173.44.36.162,Relevant,,5bdb22e212ff7329c819b77b,"Wilson Antenna is a popular CB antenna brand preferred by many. Wilson is one of few manufacturers that have a full line of antenna mounts including roof, truck, and magnetic mounts. 
Whether it's a new, upgrade or replacement antenna, Wilson provides the complete line of strong and reliable signal receiver for your cell phone signal booster. including the most popular magnet mount antennas on the market. Wilson Antenna's replacement shafts and mounts come as long as six and a half feet long and up to 5000 Watts. 
The Wilson 500 CB Antenna is perfect compromise between a short 36"" whip and monster 62"" one!. As Amazon, eBay, Right Channel Radios, Wilson Amplifiers and best Shops say - with Wilson Antenna Satisfaction Guarantee !",Find information about Wilson CB antennas.,2019-01-24 16:21:19.316000,2,"Wilson Antenna is a popular CB antenna brand preferred by many. Wilson is one of few manufacturers that have a full line of antenna mounts including roof, truck, and magnetic mounts. Wilson Antenna's replacement shafts and mounts come as long as six and a half feet long and up to 5000 Watts. 
The Wilson 500 CB Antenna is perfect compromise between a short 36"" whip and monster 62"" one!. As Amazon, eBay, Right Channel Radios, Wilson Amplifiers and best Shops say - with Wilson Antenna Satisfaction Guarantee !",wilson antenna,048_2,1.227802038192749,,,4,Z07ABY,40
