_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,this_document_is,orig__golden,orig__id,current_document,description,edittion_time,position,posted_document,query,query_id,score,this_document_is_gold,this_document_is_gold_reason,topic_number,username,waterloo
2088572961,1/14/2019 18:24,FALSE,4425969428,,1/14/2019 18:23,FALSE,instagc,1,39438102,USA,IN,Anderson,75.149.211.110,Relevant,,5bdb22e212ff7329c819b7a5,"Online Mapping and Driving Direction Web Sites
Driving directions and trip planning sites available on the Web. Find out how long it will take you to get to your destination, plan multiple stops and check traffic conditions.

EarthaMaps:
EarthaMaps is run by DeLorme and features address matching as well as driving directions within the United States.
Google Maps: 
One of the more popular driving directions web sites.  Along with trip planning, you can now check traffic and drag and drop multiple stops and routes",I'm looking for online mapping sites.,39:29.9,1,"Online Mapping and Driving Direction Web Sites
Driving directions and trip planning sites available on the Web. Find out how long it will take you to get to your destination, plan multiple stops and check traffic conditions.

EarthaMaps:
EarthaMaps is run by DeLorme and features address matching as well as driving directions within the United States.
Google Maps: 
One of the more popular driving directions web sites.  Along with trip planning, you can now check traffic and drag and drop multiple stops and routes",map,013_4,-0.186177924,,,vanilla,T1FYNQ,100
2088572961,1/14/2019 20:05,FALSE,4426262302,,1/14/2019 20:00,FALSE,instagc,1,34854490,USA,CA,Baldwin Park,142.129.23.229,Relevant,,5bdb22e212ff7329c819b7a5,"Online Mapping and Driving Direction Web Sites
Driving directions and trip planning sites available on the Web. Find out how long it will take you to get to your destination, plan multiple stops and check traffic conditions.

EarthaMaps:
EarthaMaps is run by DeLorme and features address matching as well as driving directions within the United States.
Google Maps: 
One of the more popular driving directions web sites.  Along with trip planning, you can now check traffic and drag and drop multiple stops and routes",I'm looking for online mapping sites.,39:29.9,1,"Online Mapping and Driving Direction Web Sites
Driving directions and trip planning sites available on the Web. Find out how long it will take you to get to your destination, plan multiple stops and check traffic conditions.

EarthaMaps:
EarthaMaps is run by DeLorme and features address matching as well as driving directions within the United States.
Google Maps: 
One of the more popular driving directions web sites.  Along with trip planning, you can now check traffic and drag and drop multiple stops and routes",map,013_4,-0.186177924,,,vanilla,T1FYNQ,100
2088572961,1/14/2019 20:56,FALSE,4426444236,,1/14/2019 20:53,FALSE,instagc,0.8571,44932507,GBR,H6,Lewisham,82.12.251.139,Relevant,,5bdb22e212ff7329c819b7a5,"Online Mapping and Driving Direction Web Sites
Driving directions and trip planning sites available on the Web. Find out how long it will take you to get to your destination, plan multiple stops and check traffic conditions.

EarthaMaps:
EarthaMaps is run by DeLorme and features address matching as well as driving directions within the United States.
Google Maps: 
One of the more popular driving directions web sites.  Along with trip planning, you can now check traffic and drag and drop multiple stops and routes",I'm looking for online mapping sites.,39:29.9,1,"Online Mapping and Driving Direction Web Sites
Driving directions and trip planning sites available on the Web. Find out how long it will take you to get to your destination, plan multiple stops and check traffic conditions.

EarthaMaps:
EarthaMaps is run by DeLorme and features address matching as well as driving directions within the United States.
Google Maps: 
One of the more popular driving directions web sites.  Along with trip planning, you can now check traffic and drag and drop multiple stops and routes",map,013_4,-0.186177924,,,vanilla,T1FYNQ,100
2088572961,1/14/2019 21:01,FALSE,4426466326,,1/14/2019 21:00,FALSE,keeprewarding,1,44637936,CAN,NS,Halifax,142.134.22.124,Relevant,,5bdb22e212ff7329c819b7a5,"Online Mapping and Driving Direction Web Sites
Driving directions and trip planning sites available on the Web. Find out how long it will take you to get to your destination, plan multiple stops and check traffic conditions.

EarthaMaps:
EarthaMaps is run by DeLorme and features address matching as well as driving directions within the United States.
Google Maps: 
One of the more popular driving directions web sites.  Along with trip planning, you can now check traffic and drag and drop multiple stops and routes",I'm looking for online mapping sites.,39:29.9,1,"Online Mapping and Driving Direction Web Sites
Driving directions and trip planning sites available on the Web. Find out how long it will take you to get to your destination, plan multiple stops and check traffic conditions.

EarthaMaps:
EarthaMaps is run by DeLorme and features address matching as well as driving directions within the United States.
Google Maps: 
One of the more popular driving directions web sites.  Along with trip planning, you can now check traffic and drag and drop multiple stops and routes",map,013_4,-0.186177924,,,vanilla,T1FYNQ,100
2088572961,1/14/2019 21:46,FALSE,4426677908,,1/14/2019 21:44,FALSE,wannads,1,44779439,GBR,P7,Leigh,92.234.195.42,Relevant,,5bdb22e212ff7329c819b7a5,"Online Mapping and Driving Direction Web Sites
Driving directions and trip planning sites available on the Web. Find out how long it will take you to get to your destination, plan multiple stops and check traffic conditions.

EarthaMaps:
EarthaMaps is run by DeLorme and features address matching as well as driving directions within the United States.
Google Maps: 
One of the more popular driving directions web sites.  Along with trip planning, you can now check traffic and drag and drop multiple stops and routes",I'm looking for online mapping sites.,39:29.9,1,"Online Mapping and Driving Direction Web Sites
Driving directions and trip planning sites available on the Web. Find out how long it will take you to get to your destination, plan multiple stops and check traffic conditions.

EarthaMaps:
EarthaMaps is run by DeLorme and features address matching as well as driving directions within the United States.
Google Maps: 
One of the more popular driving directions web sites.  Along with trip planning, you can now check traffic and drag and drop multiple stops and routes",map,013_4,-0.186177924,,,vanilla,T1FYNQ,100
2088572962,1/14/2019 1:06,FALSE,4424214472,,1/14/2019 1:05,FALSE,instagc,1,18172663,USA,KY,Somerset,74.139.64.157,Relevant,,5bdb22e212ff7329c819b779,"If you are looking for fast, reliable and cheap internet have a look at these top internet providers according to over 100,000 house holds:
AT&TFast, Affordable DSL
Verizon FiosNo-Contract Fiber Plans
FrontierLow Cost Equipment.
Comcast XfinityFastest Max Speed
CenturyLinkPrice for Life Guarantee
Charter SpectrumContract Buyout Offer
CoxLow Sign-Up Cost.",I'm looking for cheap (i.e. low-cost) internet service.,05:24.9,2,"Internet providers are taking high-speed to the next level, with plans that promise download speeds of 100 Mbps or more. That is great if you need that level of service. Most families do not.
Dropping to a lower, more appropriate speed could reduce your monthly bill by $35 or more, depending on your carrier. Consult the chart below to help determine what speed you need, then contact your provider to lower your plan. The recommended speeds assume multiple devices doing the activities listed, so you can adjust down if you only have one device gaming or streaming HD video at a time, for example.",cheap internet,010_4,0.140272096,,,vanilla,UYV335,80
2088572962,1/14/2019 1:31,FALSE,4424251770,,1/14/2019 1:30,FALSE,neodev,1,44957482,USA,NY,New York,104.131.66.8,Relevant,,5bdb22e212ff7329c819b779,"If you are looking for fast, reliable and cheap internet have a look at these top internet providers according to over 100,000 house holds:
AT&TFast, Affordable DSL
Verizon FiosNo-Contract Fiber Plans
FrontierLow Cost Equipment.
Comcast XfinityFastest Max Speed
CenturyLinkPrice for Life Guarantee
Charter SpectrumContract Buyout Offer
CoxLow Sign-Up Cost.",I'm looking for cheap (i.e. low-cost) internet service.,05:24.9,2,"Internet providers are taking high-speed to the next level, with plans that promise download speeds of 100 Mbps or more. That is great if you need that level of service. Most families do not.
Dropping to a lower, more appropriate speed could reduce your monthly bill by $35 or more, depending on your carrier. Consult the chart below to help determine what speed you need, then contact your provider to lower your plan. The recommended speeds assume multiple devices doing the activities listed, so you can adjust down if you only have one device gaming or streaming HD video at a time, for example.",cheap internet,010_4,0.140272096,,,vanilla,UYV335,80
2088572962,1/14/2019 1:36,FALSE,4424260539,,1/14/2019 1:35,FALSE,instagc,1,15016371,USA,PA,Erie,98.27.254.170,Relevant,,5bdb22e212ff7329c819b779,"If you are looking for fast, reliable and cheap internet have a look at these top internet providers according to over 100,000 house holds:
AT&TFast, Affordable DSL
Verizon FiosNo-Contract Fiber Plans
FrontierLow Cost Equipment.
Comcast XfinityFastest Max Speed
CenturyLinkPrice for Life Guarantee
Charter SpectrumContract Buyout Offer
CoxLow Sign-Up Cost.",I'm looking for cheap (i.e. low-cost) internet service.,05:24.9,2,"Internet providers are taking high-speed to the next level, with plans that promise download speeds of 100 Mbps or more. That is great if you need that level of service. Most families do not.
Dropping to a lower, more appropriate speed could reduce your monthly bill by $35 or more, depending on your carrier. Consult the chart below to help determine what speed you need, then contact your provider to lower your plan. The recommended speeds assume multiple devices doing the activities listed, so you can adjust down if you only have one device gaming or streaming HD video at a time, for example.",cheap internet,010_4,0.140272096,,,vanilla,UYV335,80
2088572962,1/14/2019 1:37,FALSE,4424262069,,1/14/2019 1:35,FALSE,elite,1,44076036,CAN,NL,Gander,99.242.136.30,Relevant,,5bdb22e212ff7329c819b779,"If you are looking for fast, reliable and cheap internet have a look at these top internet providers according to over 100,000 house holds:
AT&TFast, Affordable DSL
Verizon FiosNo-Contract Fiber Plans
FrontierLow Cost Equipment.
Comcast XfinityFastest Max Speed
CenturyLinkPrice for Life Guarantee
Charter SpectrumContract Buyout Offer
CoxLow Sign-Up Cost.",I'm looking for cheap (i.e. low-cost) internet service.,05:24.9,2,"Internet providers are taking high-speed to the next level, with plans that promise download speeds of 100 Mbps or more. That is great if you need that level of service. Most families do not.
Dropping to a lower, more appropriate speed could reduce your monthly bill by $35 or more, depending on your carrier. Consult the chart below to help determine what speed you need, then contact your provider to lower your plan. The recommended speeds assume multiple devices doing the activities listed, so you can adjust down if you only have one device gaming or streaming HD video at a time, for example.",cheap internet,010_4,0.140272096,,,vanilla,UYV335,80
2088572962,1/14/2019 1:38,FALSE,4424262678,,1/14/2019 1:36,FALSE,neodev,1,45045716,USA,NY,New York,162.243.6.51,Relevant,,5bdb22e212ff7329c819b779,"If you are looking for fast, reliable and cheap internet have a look at these top internet providers according to over 100,000 house holds:
AT&TFast, Affordable DSL
Verizon FiosNo-Contract Fiber Plans
FrontierLow Cost Equipment.
Comcast XfinityFastest Max Speed
CenturyLinkPrice for Life Guarantee
Charter SpectrumContract Buyout Offer
CoxLow Sign-Up Cost.",I'm looking for cheap (i.e. low-cost) internet service.,05:24.9,2,"Internet providers are taking high-speed to the next level, with plans that promise download speeds of 100 Mbps or more. That is great if you need that level of service. Most families do not.
Dropping to a lower, more appropriate speed could reduce your monthly bill by $35 or more, depending on your carrier. Consult the chart below to help determine what speed you need, then contact your provider to lower your plan. The recommended speeds assume multiple devices doing the activities listed, so you can adjust down if you only have one device gaming or streaming HD video at a time, for example.",cheap internet,010_4,0.140272096,,,vanilla,UYV335,80
