_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,which_document_has_experienced_manipulation,orig__golden,check_one_gold,check_one_gold_reason,description,document1,document2,id,query,which_document_has_experienced_manipulation_gold,which_document_has_experienced_manipulation_gold_reason
1913340212,10/11/2018 12:06:38,false,4134882598,,10/11/2018 12:06:11,false,instagc,1.0,13991797,USA,SC,Goose Creek,73.217.130.240,document_2,,Document1,,"Find information about elliptical trainer machines.
  ","A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_1,elliptical trainer,,
1913340212,10/11/2018 13:33:11,false,4135095391,,10/11/2018 13:29:01,false,instagc,1.0,43755034,USA,KY,Louisville,74.139.107.32,document_1,,Document1,,"Find information about elliptical trainer machines.
  ","A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_1,elliptical trainer,,
1913340212,10/11/2018 14:07:24,false,4135193683,,10/11/2018 14:04:56,false,instagc,1.0,20225558,GBR,"","",78.146.255.40,document_1,,Document1,,"Find information about elliptical trainer machines.
  ","A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_1,elliptical trainer,,
1913340212,10/11/2018 15:12:42,false,4135380720,,10/11/2018 15:10:28,false,neodev,1.0,43863316,CAN,QC,Québec,70.80.199.176,document_1,,Document1,,"Find information about elliptical trainer machines.
  ","A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_1,elliptical trainer,,
1913340212,10/11/2018 15:41:11,false,4135473617,,10/11/2018 15:33:56,false,clixsense,1.0,21875134,GBR,N4,Stoke-on-trent,146.90.107.110,document_1,,Document1,,"Find information about elliptical trainer machines.
  ","A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_1,elliptical trainer,,
1913340212,10/11/2018 15:55:12,false,4135512974,,10/11/2018 15:53:11,false,clixsense,1.0,40925305,CAN,QC,Montréal,69.159.143.181,document_1,,Document1,,"Find information about elliptical trainer machines.
  ","A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_1,elliptical trainer,,
1913340212,10/11/2018 17:30:21,false,4135824221,,10/11/2018 17:25:44,false,elite,1.0,42544704,USA,"","",50.237.102.227,document_1,,Document1,,"Find information about elliptical trainer machines.
  ","A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_1,elliptical trainer,,
1913340213,10/10/2018 11:12:15,false,4131872314,,10/10/2018 11:07:01,false,elite,1.0,41981425,USA,KS,Ulysses,209.42.71.73,document_2,,Document2,,"Find information about elliptical trainer machines.
  ","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_2,elliptical trainer,,
1913340213,10/10/2018 11:37:07,false,4131924264,,10/10/2018 11:35:13,false,elite,1.0,44076036,CAN,ON,London,174.113.23.148,document_2,,Document2,,"Find information about elliptical trainer machines.
  ","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_2,elliptical trainer,,
1913340213,10/10/2018 12:12:24,false,4131999750,,10/10/2018 12:05:38,false,instagc,1.0,19838540,USA,AL,Mobile,68.63.67.24,document_1,,Document2,,"Find information about elliptical trainer machines.
  ","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. There are two main types of elliptical trainers : rear-drive and frontdrive. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
","   The elliptical (cross) trainer combines the motion of stair-stepping with cross-country skiing.Elliptical trainers offers a non-impact cardiovascular workout that can vary from light to high intensity based on the speed of the exercise and the resistance preference set by the user. A Rear-drive trainer enables a true elliptical movement of the pedals and includes an adjustable incline ramp at the front of the machine. Rear-drive trainers enable a true elliptical movement of the pedals that mimics the feel of walking or running. A front-drive cross trainer, on the other hand, needs to use articulating pedals in order to match a natural stride and and the feel is similar to climbing the stairs. Most users tend to prefer rear-drive cross trainer. the primary advantage of a front-drive trainers is the cost, due to Precor's patent on the rear-drive elliptical trainer.
",ROUND-04-033-50_4_2,elliptical trainer,,
