_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,this_document_is,orig__golden,current_document,description,id,iteration,query,query_id,this_document_is_gold,this_document_is_gold_reason,username
2118784412,1/25/2019 13:26:12,false,4462763706,,1/25/2019 13:24:59,false,neodev,0.875,45076634,USA,NY,New York,192.241.219.31,valid,,"
You can purchase dog waste bags online. Are there any low cost options? There are plenty of low cost alternatives to dog waste bags. We offer various options in pet waste bags and dog poop scoop to speed up cleaning and make more time for the things you do love - like puppy cuddles and belly scratching. I have seen bins with a picture of a dog on them. What does this mean? dog The council is installing new bins which allow for both refuse and dog waste. So when you see this dog on a bin, it means you can put your doggy bag in it. The new multi-use bins will be dotted around Ashford and the town centre, making it easier for dog owners to clean up after their pets and help keep the borough looking clean.
",Can I order dog clean-up bags online?,,2019-01-25-10-07-31-894645,dog clean up bags,193_0,,,dummy_doc_193_3
2118784412,1/25/2019 13:45:15,false,4462802980,,1/25/2019 13:44:14,false,clixsense,0.875,45024354,USA,GA,Atlanta,104.129.18.8,keywordstuffed,,"
You can purchase dog waste bags online. Are there any low cost options? There are plenty of low cost alternatives to dog waste bags. We offer various options in pet waste bags and dog poop scoop to speed up cleaning and make more time for the things you do love - like puppy cuddles and belly scratching. I have seen bins with a picture of a dog on them. What does this mean? dog The council is installing new bins which allow for both refuse and dog waste. So when you see this dog on a bin, it means you can put your doggy bag in it. The new multi-use bins will be dotted around Ashford and the town centre, making it easier for dog owners to clean up after their pets and help keep the borough looking clean.
",Can I order dog clean-up bags online?,,2019-01-25-10-07-31-894645,dog clean up bags,193_0,,,dummy_doc_193_3
2118784412,1/25/2019 13:48:19,false,4462808896,,1/25/2019 13:47:48,false,elite,1.0,45024399,USA,GA,Atlanta,104.129.18.8,keywordstuffed,,"
You can purchase dog waste bags online. Are there any low cost options? There are plenty of low cost alternatives to dog waste bags. We offer various options in pet waste bags and dog poop scoop to speed up cleaning and make more time for the things you do love - like puppy cuddles and belly scratching. I have seen bins with a picture of a dog on them. What does this mean? dog The council is installing new bins which allow for both refuse and dog waste. So when you see this dog on a bin, it means you can put your doggy bag in it. The new multi-use bins will be dotted around Ashford and the town centre, making it easier for dog owners to clean up after their pets and help keep the borough looking clean.
",Can I order dog clean-up bags online?,,2019-01-25-10-07-31-894645,dog clean up bags,193_0,,,dummy_doc_193_3
2118784412,1/25/2019 13:55:02,false,4462825435,,1/25/2019 13:54:42,false,clixsense,1.0,21665495,CAN,QC,Papineauville,97.107.219.220,valid,,"
You can purchase dog waste bags online. Are there any low cost options? There are plenty of low cost alternatives to dog waste bags. We offer various options in pet waste bags and dog poop scoop to speed up cleaning and make more time for the things you do love - like puppy cuddles and belly scratching. I have seen bins with a picture of a dog on them. What does this mean? dog The council is installing new bins which allow for both refuse and dog waste. So when you see this dog on a bin, it means you can put your doggy bag in it. The new multi-use bins will be dotted around Ashford and the town centre, making it easier for dog owners to clean up after their pets and help keep the borough looking clean.
",Can I order dog clean-up bags online?,,2019-01-25-10-07-31-894645,dog clean up bags,193_0,,,dummy_doc_193_3
2118784412,1/25/2019 13:58:52,false,4462833479,,1/25/2019 13:57:32,false,prodege,1.0,43877630,GBR,"","",84.51.138.166,valid,,"
You can purchase dog waste bags online. Are there any low cost options? There are plenty of low cost alternatives to dog waste bags. We offer various options in pet waste bags and dog poop scoop to speed up cleaning and make more time for the things you do love - like puppy cuddles and belly scratching. I have seen bins with a picture of a dog on them. What does this mean? dog The council is installing new bins which allow for both refuse and dog waste. So when you see this dog on a bin, it means you can put your doggy bag in it. The new multi-use bins will be dotted around Ashford and the town centre, making it easier for dog owners to clean up after their pets and help keep the borough looking clean.
",Can I order dog clean-up bags online?,,2019-01-25-10-07-31-894645,dog clean up bags,193_0,,,dummy_doc_193_3
2118784413,1/25/2019 12:48:25,false,4462685490,,1/25/2019 12:47:08,false,instagc,1.0,43951421,GBR,K2,Oxford,109.158.224.16,keywordstuffed,,"
Therefore, MapQuest and Google Maps have the tools to navigate every place on the world map. Therefore, MapQuest and Google Maps have the tools to navigate every place on the world map.
",I'm looking for online mapping sites.,,2019-01-25-10-07-31-894645,map,013_0,,,dummy_doc_013_2
2118784413,1/25/2019 12:50:08,false,4462689456,,1/25/2019 12:42:40,false,instagc,1.0,44197246,GBR,E4,Maldon,86.143.239.200,keywordstuffed,,"
Therefore, MapQuest and Google Maps have the tools to navigate every place on the world map. Therefore, MapQuest and Google Maps have the tools to navigate every place on the world map.
",I'm looking for online mapping sites.,,2019-01-25-10-07-31-894645,map,013_0,,,dummy_doc_013_2
2118784413,1/25/2019 12:57:42,false,4462704000,,1/25/2019 12:47:14,false,clixsense,1.0,44337444,GBR,G8,Huddersfield,86.25.55.236,useless,,"
Therefore, MapQuest and Google Maps have the tools to navigate every place on the world map. Therefore, MapQuest and Google Maps have the tools to navigate every place on the world map.
",I'm looking for online mapping sites.,,2019-01-25-10-07-31-894645,map,013_0,,,dummy_doc_013_2
2118784413,1/25/2019 12:59:12,false,4462707883,,1/25/2019 12:57:54,false,elite,1.0,44321205,USA,NY,Rochester,216.126.193.3,valid,,"
Therefore, MapQuest and Google Maps have the tools to navigate every place on the world map. Therefore, MapQuest and Google Maps have the tools to navigate every place on the world map.
",I'm looking for online mapping sites.,,2019-01-25-10-07-31-894645,map,013_0,,,dummy_doc_013_2
2118784413,1/25/2019 13:19:14,false,4462746769,,1/25/2019 13:17:51,false,neodev,0.875,45065417,USA,NY,New York,159.89.152.70,keywordstuffed,,"
Therefore, MapQuest and Google Maps have the tools to navigate every place on the world map. Therefore, MapQuest and Google Maps have the tools to navigate every place on the world map.
",I'm looking for online mapping sites.,,2019-01-25-10-07-31-894645,map,013_0,,,dummy_doc_013_2
2118784414,1/25/2019 12:22:27,false,4462648316,,1/25/2019 12:21:36,false,instagc,1.0,20225558,GBR,I9,Norwich,212.139.116.95,keywordstuffed,,"
 Here you can find Sewing Instructions for basic Sewing Techniques.
It may be your first time sewing, but don't worry, sewing projects all include easy step-by-step instructions.
This post on Sewing Instructions for basic Sewing Techniques is your guide for learning how to Sew. Here you can find Sewing Instructions for basic Sewing Techniques. Learning about sewing machine techniques will increase your sewing abilities.
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques:
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
","Find beginners instructions to sewing, both by hand and by machine.",,2019-01-25-10-07-31-894645,sewing instructions,069_0,,,dummy_doc_069_1
2118784414,1/25/2019 12:26:55,false,4462655013,,1/25/2019 12:24:31,false,elite,0.875,43722304,USA,PA,Wayne,104.219.41.39,keywordstuffed,,"
 Here you can find Sewing Instructions for basic Sewing Techniques.
It may be your first time sewing, but don't worry, sewing projects all include easy step-by-step instructions.
This post on Sewing Instructions for basic Sewing Techniques is your guide for learning how to Sew. Here you can find Sewing Instructions for basic Sewing Techniques. Learning about sewing machine techniques will increase your sewing abilities.
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques:
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
","Find beginners instructions to sewing, both by hand and by machine.",,2019-01-25-10-07-31-894645,sewing instructions,069_0,,,dummy_doc_069_1
2118784414,1/25/2019 12:31:39,false,4462661499,,1/25/2019 12:31:22,false,instagc,0.875,39127197,GBR,T5,Aberdeen,176.250.168.169,valid,,"
 Here you can find Sewing Instructions for basic Sewing Techniques.
It may be your first time sewing, but don't worry, sewing projects all include easy step-by-step instructions.
This post on Sewing Instructions for basic Sewing Techniques is your guide for learning how to Sew. Here you can find Sewing Instructions for basic Sewing Techniques. Learning about sewing machine techniques will increase your sewing abilities.
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques:
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
","Find beginners instructions to sewing, both by hand and by machine.",,2019-01-25-10-07-31-894645,sewing instructions,069_0,,,dummy_doc_069_1
2118784414,1/25/2019 12:35:32,false,4462666756,,1/25/2019 12:33:40,false,instagc,1.0,18960682,GBR,C9,Carlisle,86.170.190.167,keywordstuffed,,"
 Here you can find Sewing Instructions for basic Sewing Techniques.
It may be your first time sewing, but don't worry, sewing projects all include easy step-by-step instructions.
This post on Sewing Instructions for basic Sewing Techniques is your guide for learning how to Sew. Here you can find Sewing Instructions for basic Sewing Techniques. Learning about sewing machine techniques will increase your sewing abilities.
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques:
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
","Find beginners instructions to sewing, both by hand and by machine.",,2019-01-25-10-07-31-894645,sewing instructions,069_0,,,dummy_doc_069_1
2118784414,1/25/2019 12:36:24,false,4462667800,,1/25/2019 12:36:09,false,neodev,0.875,44430931,GBR,I8,Beckton,92.1.68.80,keywordstuffed,,"
 Here you can find Sewing Instructions for basic Sewing Techniques.
It may be your first time sewing, but don't worry, sewing projects all include easy step-by-step instructions.
This post on Sewing Instructions for basic Sewing Techniques is your guide for learning how to Sew. Here you can find Sewing Instructions for basic Sewing Techniques. Learning about sewing machine techniques will increase your sewing abilities.
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques:
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
","Find beginners instructions to sewing, both by hand and by machine.",,2019-01-25-10-07-31-894645,sewing instructions,069_0,,,dummy_doc_069_1
2118784415,1/25/2019 13:10:10,false,4462727539,,1/25/2019 13:09:06,false,wannads,0.875,35147304,GBR,T5,Aberdeen,81.159.190.164,keywordstuffed,,"
Empire Hotel:
This Upper West Side hotel is within 1 block of Central Parks lush greenery and the Lincoln Center for the Performing Arts. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Some nearby hotels:
Ace Hotel New York:
Located in Midtown, this hotel is within a 10 minute walk of MSG.
",Find inexpensive hotels in New York City.,,2019-01-25-10-07-31-894645,newyork hotels,180_0,,,dummy_doc_180_2
2118784415,1/25/2019 13:10:34,false,4462728209,,1/25/2019 13:10:00,false,instagc,0.875,26024737,GBR,H2,Thornton,92.13.18.76,keywordstuffed,,"
Empire Hotel:
This Upper West Side hotel is within 1 block of Central Parks lush greenery and the Lincoln Center for the Performing Arts. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Some nearby hotels:
Ace Hotel New York:
Located in Midtown, this hotel is within a 10 minute walk of MSG.
",Find inexpensive hotels in New York City.,,2019-01-25-10-07-31-894645,newyork hotels,180_0,,,dummy_doc_180_2
2118784415,1/25/2019 13:15:43,false,4462739673,,1/25/2019 13:14:45,false,instagc,0.875,44203499,GBR,N4,Stoke-on-trent,82.0.152.76,valid,,"
Empire Hotel:
This Upper West Side hotel is within 1 block of Central Parks lush greenery and the Lincoln Center for the Performing Arts. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Some nearby hotels:
Ace Hotel New York:
Located in Midtown, this hotel is within a 10 minute walk of MSG.
",Find inexpensive hotels in New York City.,,2019-01-25-10-07-31-894645,newyork hotels,180_0,,,dummy_doc_180_2
2118784415,1/25/2019 13:17:29,false,4462743480,,1/25/2019 13:16:34,false,elite,1.0,44321377,USA,NY,Rochester,216.126.193.3,valid,,"
Empire Hotel:
This Upper West Side hotel is within 1 block of Central Parks lush greenery and the Lincoln Center for the Performing Arts. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Some nearby hotels:
Ace Hotel New York:
Located in Midtown, this hotel is within a 10 minute walk of MSG.
",Find inexpensive hotels in New York City.,,2019-01-25-10-07-31-894645,newyork hotels,180_0,,,dummy_doc_180_2
